Character,NFD,NFC,NFD Escaped,NFC Escaped,NFD Code Points,NFC Code Points,AnyAscii,Languages
"’ai","’ai","’ai","\u2019\u0061\u0069","\u2019\u0061\u0069","U+2019 U+0061 U+0069","U+2019 U+0061 U+0069","'ai","dakelh-southern-carrier"
"ai’","ai’","ai’","\u0061\u0069\u2019","\u0061\u0069\u2019","U+0061 U+0069 U+2019","U+0061 U+0069 U+2019","ai'","dakelh-southern-carrier"
"’ai’","’ai’","’ai’","\u2019\u0061\u0069\u2019","\u2019\u0061\u0069\u2019","U+2019 U+0061 U+0069 U+2019","U+2019 U+0061 U+0069 U+2019","'ai'","dakelh-southern-carrier"
"wh","wh","wh","\u0077\u0068","\u0077\u0068","U+0077 U+0068","U+0077 U+0068","wh","dakelh-southern-carrier,nadleh-stella-whutenne,nakazdli-dakelh,neduten-lake-babine,saikuz-dakelh"
"z","z","z","\u007A","\u007A","U+007A","U+007A","z","dakelh-southern-carrier,denekeh-kaska,hailzaqvla,haisla,kahsho-gotine,kanakabar,kwadacha-tsekene,lilwat,nadleh-stella-whutenne,nakazdli-dakelh,neduten-lake-babine,nkukwtsa-stlatlimx,nlakapamuxcheen,nlekepmxcin,northern-statimcets,saikuz-dakelh,southern-tutchone,tahltan"
"á","á","á","\u0061\u0301","\u00E1","U+0061 U+0301","U+00E1","a","denekeh-kaska,hailzaqvla,kahsho-gotine,kanakabar,lilwat,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,secwepemc,secwepemctsin-eastern,southern-tutchone,splatsin,tillicumlelum"
"ą","ą","ą","\u0061\u0328","\u0105","U+0061 U+0328","U+0105","a","denekeh-kaska,kahsho-gotine,kwadacha-tsekene,southern-tutchone"
"ą́","ą́","ą́","\u0061\u0328\u0301","\u0105\u0301","U+0061 U+0328 U+0301","U+0105 U+0301","a","denekeh-kaska,kahsho-gotine,southern-tutchone"
"ā́","ā́","ā́","\u0061\u0304\u0301","\u0101\u0301","U+0061 U+0304 U+0301","U+0101 U+0301","a","denekeh-kaska,southern-tutchone"
"â","â","â","\u0061\u0302","\u00E2","U+0061 U+0302","U+00E2","a","denekeh-kaska,southern-tutchone"
"ǎ","ǎ","ǎ","\u0061\u030C","\u01CE","U+0061 U+030C","U+01CE","a","denekeh-kaska,southern-tutchone"
"ą̄","ą̄","ą̄","\u0061\u0328\u0304","\u0105\u0304","U+0061 U+0328 U+0304","U+0105 U+0304","a","denekeh-kaska,southern-tutchone"
"ą̄́","ą̄́","ą̄́","\u0061\u0328\u0304\u0301","\u0105\u0304\u0301","U+0061 U+0328 U+0304 U+0301","U+0105 U+0304 U+0301","a","denekeh-kaska"
"ą̂","ą̂","ą̂","\u0061\u0328\u0302","\u0105\u0302","U+0061 U+0328 U+0302","U+0105 U+0302","a","denekeh-kaska"
"ą̌","ą̌","ą̌","\u0061\u0328\u030C","\u0105\u030C","U+0061 U+0328 U+030C","U+0105 U+030C","a","denekeh-kaska"
"chʼ","chʼ","chʼ","\u0063\u0068\u02BC","\u0063\u0068\u02BC","U+0063 U+0068 U+02BC","U+0063 U+0068 U+02BC","ch'","denekeh-kaska,southern-tutchone"
"é","é","é","\u0065\u0301","\u00E9","U+0065 U+0301","U+00E9","e","denekeh-kaska,kahsho-gotine,kanakabar,lilwat,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,secwepemc,secwepemctsin-eastern,southern-tutchone,splatsin,tillicumlelum"
"ę","ę","ę","\u0065\u0328","\u0119","U+0065 U+0328","U+0119","e","denekeh-kaska,kahsho-gotine,kwadacha-tsekene,southern-tutchone"
"ę́","ę́","ę́","\u0065\u0328\u0301","\u0119\u0301","U+0065 U+0328 U+0301","U+0119 U+0301","e","denekeh-kaska"
"ḗ","ḗ","ḗ","\u0065\u0304\u0301","\u1E17","U+0065 U+0304 U+0301","U+1E17","e","denekeh-kaska,southern-tutchone"
"ê","ê","ê","\u0065\u0302","\u00EA","U+0065 U+0302","U+00EA","e","denekeh-kaska,southern-tutchone"
"ě","ě","ě","\u0065\u030C","\u011B","U+0065 U+030C","U+011B","e","denekeh-kaska,southern-tutchone"
"ę̄","ę̄","ę̄","\u0065\u0328\u0304","\u0119\u0304","U+0065 U+0328 U+0304","U+0119 U+0304","e","denekeh-kaska"
"ę̄́","ę̄́","ę̄́","\u0065\u0328\u0304\u0301","\u0119\u0304\u0301","U+0065 U+0328 U+0304 U+0301","U+0119 U+0304 U+0301","e","denekeh-kaska"
"ę̂","ę̂","ę̂","\u0065\u0328\u0302","\u0119\u0302","U+0065 U+0328 U+0302","U+0119 U+0302","e","denekeh-kaska"
"ę̌","ę̌","ę̌","\u0065\u0328\u030C","\u0119\u030C","U+0065 U+0328 U+030C","U+0119 U+030C","e","denekeh-kaska"
"f","f","f","\u0066","\u0066","U+0066","U+0066","f","denekeh-kaska,kahsho-gotine"
"í","í","í","\u0069\u0301","\u00ED","U+0069 U+0301","U+00ED","i","denekeh-kaska,hailzaqvla,kanakabar,lilwat,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,secwepemc,secwepemctsin-eastern,southern-tutchone,splatsin"
"į","į","į","\u0069\u0328","\u012F","U+0069 U+0328","U+012F","i","denekeh-kaska,kwadacha-tsekene,southern-tutchone"
"į́","į́","į́","\u0069\u0328\u0301","\u012F\u0301","U+0069 U+0328 U+0301","U+012F U+0301","i","denekeh-kaska"
"ī","ī","ī","\u0069\u0304","\u012B","U+0069 U+0304","U+012B","i","denekeh-kaska,southern-tutchone,tahltan"
"ī́","ī́","ī́","\u0069\u0304\u0301","\u012B\u0301","U+0069 U+0304 U+0301","U+012B U+0301","i","denekeh-kaska,southern-tutchone"
"î","î","î","\u0069\u0302","\u00EE","U+0069 U+0302","U+00EE","i","denekeh-kaska,southern-tutchone"
"ǐ","ǐ","ǐ","\u0069\u030C","\u01D0","U+0069 U+030C","U+01D0","i","denekeh-kaska,southern-tutchone"
"į̄","į̄","į̄","\u0069\u0328\u0304","\u012F\u0304","U+0069 U+0328 U+0304","U+012F U+0304","i","denekeh-kaska"
"į̄́","į̄́","į̄́","\u0069\u0328\u0304\u0301","\u012F\u0304\u0301","U+0069 U+0328 U+0304 U+0301","U+012F U+0304 U+0301","i","denekeh-kaska"
"į̂","į̂","į̂","\u0069\u0328\u0302","\u012F\u0302","U+0069 U+0328 U+0302","U+012F U+0302","i","denekeh-kaska"
"į̌","į̌","į̌","\u0069\u0328\u030C","\u012F\u030C","U+0069 U+0328 U+030C","U+012F U+030C","i","denekeh-kaska"
"kʼ","kʼ","kʼ","\u006B\u02BC","\u006B\u02BC","U+006B U+02BC","U+006B U+02BC","k'","denekeh-kaska,southern-tutchone"
"ł","ł","ł","\u0142","\u0142","U+0142","U+0142","l","denekeh-kaska,diidiitidq,ehattesaht-nuchatlaht,hesquiaht,kahsho-gotine,kanakabar,kwakiutl,kwakwala,kyuquot-checleseht,kyuquot-chektleseth,nakwala-gwatsala,nuu-chah-nulth-barkley,sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax,southern-tutchone,syilx,tahltan"
"ó","ó","ó","\u006F\u0301","\u00F3","U+006F U+0301","U+00F3","o","denekeh-kaska,kahsho-gotine,kanakabar,lilwat,nkukwtsa-stlatlimx,nlekepmxcin,secwepemc,secwepemctsin-eastern,southern-tutchone,splatsin"
"ǫ","ǫ","ǫ","\u006F\u0328","\u01EB","U+006F U+0328","U+01EB","o","denekeh-kaska,kahsho-gotine,kwadacha-tsekene,southern-tutchone"
"ǫ́","ǫ́","ǫ́","\u006F\u0328\u0301","\u01EB\u0301","U+006F U+0328 U+0301","U+01EB U+0301","o","denekeh-kaska,kahsho-gotine"
"ṓ","ṓ","ṓ","\u006F\u0304\u0301","\u1E53","U+006F U+0304 U+0301","U+1E53","o","denekeh-kaska,southern-tutchone"
"ô","ô","ô","\u006F\u0302","\u00F4","U+006F U+0302","U+00F4","o","denekeh-kaska,southern-tutchone"
"ǒ","ǒ","ǒ","\u006F\u030C","\u01D2","U+006F U+030C","U+01D2","o","denekeh-kaska,southern-tutchone"
"ǭ","ǭ","ǭ","\u006F\u0328\u0304","\u01ED","U+006F U+0328 U+0304","U+01ED","o","denekeh-kaska"
"ǭ́","ǭ́","ǭ́","\u006F\u0328\u0304\u0301","\u01ED\u0301","U+006F U+0328 U+0304 U+0301","U+01ED U+0301","o","denekeh-kaska"
"ǫ̂","ǫ̂","ǫ̂","\u006F\u0328\u0302","\u01EB\u0302","U+006F U+0328 U+0302","U+01EB U+0302","o","denekeh-kaska"
"ǫ̌","ǫ̌","ǫ̌","\u006F\u0328\u030C","\u01EB\u030C","U+006F U+0328 U+030C","U+01EB U+030C","o","denekeh-kaska"
"r","r","r","\u0072","\u0072","U+0072","U+0072","r","denekeh-kaska,kahsho-gotine,lilwat,nkukwtsa-stlatlimx,northern-statimcets,nsyilxcen,secwepemc,secwepemctsin-eastern,southern-tutchone,splatsin,syilx"
"tʼ","tʼ","tʼ","\u0074\u02BC","\u0074\u02BC","U+0074 U+02BC","U+0074 U+02BC","t'","denekeh-kaska,southern-tutchone"
"tlʼ","tlʼ","tlʼ","\u0074\u006C\u02BC","\u0074\u006C\u02BC","U+0074 U+006C U+02BC","U+0074 U+006C U+02BC","tl'","denekeh-kaska,southern-tutchone"
"tsʼ","tsʼ","tsʼ","\u0074\u0073\u02BC","\u0074\u0073\u02BC","U+0074 U+0073 U+02BC","U+0074 U+0073 U+02BC","ts'","denekeh-kaska,southern-tutchone"
"ú","ú","ú","\u0075\u0301","\u00FA","U+0075 U+0301","U+00FA","u","denekeh-kaska,hailzaqvla,kahsho-gotine,kanakabar,lilwat,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,secwepemc,secwepemctsin-eastern,southern-tutchone,splatsin"
"ų","ų","ų","\u0075\u0328","\u0173","U+0075 U+0328","U+0173","u","denekeh-kaska,kahsho-gotine,kwadacha-tsekene,southern-tutchone"
"ų́","ų́","ų́","\u0075\u0328\u0301","\u0173\u0301","U+0075 U+0328 U+0301","U+0173 U+0301","u","denekeh-kaska"
"ū","ū","ū","\u0075\u0304","\u016B","U+0075 U+0304","U+016B","u","denekeh-kaska,southern-tutchone,tahltan"
"ū́","ū́","ū́","\u0075\u0304\u0301","\u016B\u0301","U+0075 U+0304 U+0301","U+016B U+0301","u","denekeh-kaska,southern-tutchone"
"û","û","û","\u0075\u0302","\u00FB","U+0075 U+0302","U+00FB","u","denekeh-kaska,southern-tutchone"
"ǔ","ǔ","ǔ","\u0075\u030C","\u01D4","U+0075 U+030C","U+01D4","u","denekeh-kaska,southern-tutchone"
"ų̄","ų̄","ų̄","\u0075\u0328\u0304","\u0173\u0304","U+0075 U+0328 U+0304","U+0173 U+0304","u","denekeh-kaska"
"ų̄́","ų̄́","ų̄́","\u0075\u0328\u0304\u0301","\u0173\u0304\u0301","U+0075 U+0328 U+0304 U+0301","U+0173 U+0304 U+0301","u","denekeh-kaska"
"ų̂","ų̂","ų̂","\u0075\u0328\u0302","\u0173\u0302","U+0075 U+0328 U+0302","U+0173 U+0302","u","denekeh-kaska"
"ų̌","ų̌","ų̌","\u0075\u0328\u030C","\u0173\u030C","U+0075 U+0328 U+030C","U+0173 U+030C","u","denekeh-kaska"
"ÿ","ÿ","ÿ","\u0079\u0308","\u00FF","U+0079 U+0308","U+00FF","y","denekeh-kaska"
"ʼ","ʼ","ʼ","\u02BC","\u02BC","U+02BC","U+02BC","'","denekeh-kaska,southern-tutchone"
"aa","aa","aa","\u0061\u0061","\u0061\u0061","U+0061 U+0061","U+0061 U+0061","aa","diidiitidq,ehattesaht-nuchatlaht,gigeenix-gitxsanimx,gitsenimx,hesquiaht,hlgaagilda-xaayda-kil,hulquminum,hwulmuhwqun,kyuquot-checleseht,kyuquot-chektleseth,nisgaa,nuu-chah-nulth-barkley,nuxalk,sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax,snuneymuxw,stzuminus"
"b̓","b̓","b̓","\u0062\u0313","\u0062\u0313","U+0062 U+0313","U+0062 U+0313","b","diidiitidq"
"c̓","c̓","c̓","\u0063\u0313","\u0063\u0313","U+0063 U+0313","U+0063 U+0313","c","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,kanakabar,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,liqwala,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,syilx,tillicumlelum"
"č","č","č","\u0063\u030C","\u010D","U+0063 U+030C","U+010D","c","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,homalco,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,nuu-chah-nulth-barkley"
"č̓","č̓","č̓","\u0063\u030C\u0313","\u010D\u0313","U+0063 U+030C U+0313","U+010D U+0313","c","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,homalco,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,nuu-chah-nulth-barkley"
"d̓","d̓","d̓","\u0064\u0313","\u0064\u0313","U+0064 U+0313","U+0064 U+0313","d","diidiitidq"
"ee","ee","ee","\u0065\u0065","\u0065\u0065","U+0065 U+0065","U+0065 U+0065","ee","diidiitidq,ehattesaht-nuchatlaht,gigeenix-gitxsanimx,gitsenimx,hesquiaht,hulquminum,hwulmuhwqun,kyuquot-checleseht,kyuquot-chektleseth,neduten-lake-babine,nisgaa,nlakapamuxcheen,nuu-chah-nulth-barkley,sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax,snuneymuxw,stzuminus"
"ii","ii","ii","\u0069\u0069","\u0069\u0069","U+0069 U+0069","U+0069 U+0069","ii","diidiitidq,ehattesaht-nuchatlaht,gigeenix-gitxsanimx,gitsenimx,hesquiaht,hlgaagilda-xaayda-kil,hulquminum,hwulmuhwqun,kwadacha-tsekene,kyuquot-checleseht,kyuquot-chektleseth,lilwat,nisgaa,nkukwtsa-stlatlimx,northern-statimcets,nuu-chah-nulth-barkley,nuxalk,sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax,snuneymuxw,stzuminus"
"kʷ","kʷ","kʷ","\u006B\u02B7","\u006B\u02B7","U+006B U+02B7","U+006B U+02B7","kw","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,homalco,kanakabar,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,liqwala,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,syilx"
"k̓","k̓","k̓","\u006B\u0313","\u006B\u0313","U+006B U+0313","U+006B U+0313","k","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,homalco,kanakabar,klahoose,ktunaxa,kwakiutl,kwakwala,kyuquot-checleseht,kyuquot-chektleseth,lilwat,liqwala,nakwala-gwatsala,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,secwepemc,secwepemctsin-eastern,splatsin,syilx"
"k̓ʷ","k̓ʷ","k̓ʷ","\u006B\u0313\u02B7","\u006B\u0313\u02B7","U+006B U+0313 U+02B7","U+006B U+0313 U+02B7","kw","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,homalco,kanakabar,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,liqwala,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,syilx"
"l̓","l̓","l̓","\u006C\u0313","\u006C\u0313","U+006C U+0313","U+006C U+0313","l","diidiitidq,hailzaqvla,haisla,homalco,kanakabar,klahoose,lilwat,liqwala,nisgaa,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"ƛ","ƛ","ƛ","\u019B","\u019B","U+019B","U+019B","l","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,hesquiaht,homalco,klahoose,kyuquot-checleseht,kyuquot-chektleseth,liqwala,nuu-chah-nulth-barkley"
"ƛ̓","ƛ̓","ƛ̓","\u019B\u0313","\u019B\u0313","U+019B U+0313","U+019B U+0313","l","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,hesquiaht,homalco,kanakabar,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,liqwala,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,syilx"
"m̓","m̓","m̓","\u006D\u0313","\u006D\u0313","U+006D U+0313","U+006D U+0313","m","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,homalco,kanakabar,klahoose,ktunaxa,kyuquot-checleseht,kyuquot-chektleseth,lilwat,liqwala,nisgaa,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"n̓","n̓","n̓","\u006E\u0313","\u006E\u0313","U+006E U+0313","U+006E U+0313","n","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,homalco,kanakabar,klahoose,ktunaxa,kyuquot-checleseht,kyuquot-chektleseth,lilwat,liqwala,nisgaa,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"p̓","p̓","p̓","\u0070\u0313","\u0070\u0313","U+0070 U+0313","U+0070 U+0313","p","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,homalco,kanakabar,klahoose,ktunaxa,kwakiutl,kwakwala,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,lilwat,liqwala,nakwala-gwatsala,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"q","q","q","\u0071","\u0071","U+0071","U+0071","q","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,halqemeylem,hesquiaht,homalco,hulquminum,hwulmuhwqun,kanakabar,klahoose,ktunaxa,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,lilwat,liqwala,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,nuxalk,secwepemc,secwepemctsin-eastern,snuneymuxw,splatsin,stzuminus,syilx,tillicumlelum"
"qʷ","qʷ","qʷ","\u0071\u02B7","\u0071\u02B7","U+0071 U+02B7","U+0071 U+02B7","qw","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,homalco,kanakabar,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,liqwala,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,syilx"
"q̓","q̓","q̓","\u0071\u0313","\u0071\u0313","U+0071 U+0313","U+0071 U+0313","q","diidiitidq,hailzaqvla,haisla,homalco,kanakabar,klahoose,ktunaxa,lekwungen,lilwat,liqwala,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"q̓ʷ","q̓ʷ","q̓ʷ","\u0071\u0313\u02B7","\u0071\u0313\u02B7","U+0071 U+0313 U+02B7","U+0071 U+0313 U+02B7","qw","diidiitidq,homalco,kanakabar,klahoose,lekwungen,liqwala,nlekepmxcin,nsyilxcen,syilx"
"š","š","š","\u0073\u030C","\u0161","U+0073 U+030C","U+0161","s","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,homalco,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,nuu-chah-nulth-barkley"
"t̓","t̓","t̓","\u0074\u0313","\u0074\u0313","U+0074 U+0313","U+0074 U+0313","t","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,homalco,kanakabar,klahoose,kwakiutl,kwakwala,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,lilwat,liqwala,nakwala-gwatsala,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"uu","uu","uu","\u0075\u0075","\u0075\u0075","U+0075 U+0075","U+0075 U+0075","uu","diidiitidq,ehattesaht-nuchatlaht,gigeenix-gitxsanimx,gitsenimx,hesquiaht,hlgaagilda-xaayda-kil,kyuquot-checleseht,kyuquot-chektleseth,nisgaa,nuu-chah-nulth-barkley,nuxalk,sguuxs,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax"
"w̓","w̓","w̓","\u0077\u0313","\u0077\u0313","U+0077 U+0313","U+0077 U+0313","w","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,homalco,kanakabar,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lilwat,liqwala,nisgaa,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"x","x","x","\u0078","\u0078","U+0078","U+0078","x","diidiitidq,ehattesaht-nuchatlaht,gigeenix-gitxsanimx,gitsenimx,hailzaqvla,haisla,halqemeylem,hesquiaht,hlgaagilda-xaayda-kil,hulquminum,hwulmuhwqun,kahsho-gotine,kanakabar,ktunaxa,kwakiutl,kwakwala,kyuquot-checleseht,kyuquot-chektleseth,lilwat,liqwala,nakwala-gwatsala,nisgaa,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,nuxalk,secwepemc,secwepemctsin-eastern,sguuxs,she-shashishalhem,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax,snuneymuxw,splatsin,stzuminus,syilx"
"xʷ","xʷ","xʷ","\u0078\u02B7","\u0078\u02B7","U+0078 U+02B7","U+0078 U+02B7","xw","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,homalco,kanakabar,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,liqwala,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,syilx"
"x̣","x̣","x̣","\u0078\u0323","\u0078\u0323","U+0078 U+0323","U+0078 U+0323","x","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,kanakabar,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,nlekepmxcin,nuu-chah-nulth-barkley"
"x̣ʷ","x̣ʷ","x̣ʷ","\u0078\u0323\u02B7","\u0078\u0323\u02B7","U+0078 U+0323 U+02B7","U+0078 U+0323 U+02B7","xw","diidiitidq,ehattesaht-nuchatlaht,hesquiaht,kanakabar,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,nlekepmxcin,nuu-chah-nulth-barkley"
"y̓","y̓","y̓","\u0079\u0313","\u0079\u0313","U+0079 U+0313","U+0079 U+0313","y","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,haisla,hesquiaht,homalco,kanakabar,klahoose,kyuquot-checleseht,kyuquot-chektleseth,lilwat,liqwala,nisgaa,nkukwtsa-stlatlimx,nlekepmxcin,northern-statimcets,nsyilxcen,nuu-chah-nulth-barkley,secwepemc,secwepemctsin-eastern,splatsin,syilx,tillicumlelum"
"ʔ","ʔ","ʔ","\u0294","\u0294","U+0294","U+0294","'","diidiitidq,ehattesaht-nuchatlaht,hailzaqvla,hesquiaht,homalco,kanakabar,klahoose,ktunaxa,kyuquot-checleseht,kyuquot-chektleseth,lekwungen,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,she-shashishalhem,syilx"
"ʕ","ʕ","ʕ","\u0295","\u0295","U+0295","U+0295","`","diidiitidq,ehattesaht-nuchatlaht,kanakabar,kyuquot-checleseht,kyuquot-chektleseth,nlekepmxcin,nsyilxcen,nuu-chah-nulth-barkley,syilx"
"ḥ","ḥ","ḥ","\u0068\u0323","\u1E25","U+0068 U+0323","U+1E25","h","ehattesaht-nuchatlaht,hesquiaht,kyuquot-checleseht,kyuquot-chektleseth,nsyilxcen,nuu-chah-nulth-barkley"
"g̱","g̱","g̱","\u0067\u0331","\u0067\u0331","U+0067 U+0331","U+0067 U+0331","g","gigeenix-gitxsanimx,gitsenimx,hlgaagilda-xaayda-kil,kwakiutl,kwakwala,nakwala-gwatsala,nisgaa,sguuxs,smalgyax-kitsumkalum,smalgyax"
"hl","hl","hl","\u0068\u006C","\u0068\u006C","U+0068 U+006C","U+0068 U+006C","hl","gigeenix-gitxsanimx,gitsenimx,hlgaagilda-xaayda-kil,nisgaa"
"k'","k'","k'","\u006B\u0027","\u006B\u0027","U+006B U+0027","U+006B U+0027","k'","gigeenix-gitxsanimx,gitsenimx,halqemeylem,hlgaagilda-xaayda-kil,kahsho-gotine,nakazdli-dakelh,neduten-lake-babine,nisgaa,sguuxs,smalgyax-kitsumkalum,smalgyax"
"kw'","kw'","kw'","\u006B\u0077\u0027","\u006B\u0077\u0027","U+006B U+0077 U+0027","U+006B U+0077 U+0027","kw'","gigeenix-gitxsanimx,gitsenimx,halqemeylem,hulquminum,nakazdli-dakelh,neduten-lake-babine,nisgaa,snuneymuxw,stzuminus"
"ḵ","ḵ","ḵ","\u006B\u0331","\u1E35","U+006B U+0331","U+1E35","k","gigeenix-gitxsanimx,gitsenimx,hlgaagilda-xaayda-kil,kwakiutl,kwakwala,nakwala-gwatsala,nisgaa,sguuxs,she-shashishalhem,smalgyax-kitsumkalum,smalgyax-metlakatla,smalgyax"
"ḵ'","ḵ'","ḵ'","\u006B\u0331\u0027","\u1E35\u0027","U+006B U+0331 U+0027","U+1E35 U+0027","k'","gigeenix-gitxsanimx,gitsenimx,hlgaagilda-xaayda-kil,nisgaa,sguuxs,smalgyax-kitsumkalum,smalgyax"
"'l","'l","'l","\u0027\u006C","\u0027\u006C","U+0027 U+006C","U+0027 U+006C","'l","gigeenix-gitxsanimx,gitsenimx,hlgaagilda-xaayda-kil,sguuxs,smalgyax-kitsumkalum,smalgyax"
"'m","'m","'m","\u0027\u006D","\u0027\u006D","U+0027 U+006D","U+0027 U+006D","'m","gigeenix-gitxsanimx,gitsenimx,neduten-lake-babine,sguuxs,smalgyax-kitsumkalum,smalgyax"
"'n","'n","'n","\u0027\u006E","\u0027\u006E","U+0027 U+006E","U+0027 U+006E","'n","gigeenix-gitxsanimx,gitsenimx,neduten-lake-babine,sguuxs,smalgyax-kitsumkalum,smalgyax"
"p'","p'","p'","\u0070\u0027","\u0070\u0027","U+0070 U+0027","U+0070 U+0027","p'","gigeenix-gitxsanimx,gitsenimx,halqemeylem,hulquminum,nisgaa,sguuxs,smalgyax-kitsumkalum,smalgyax,snuneymuxw,stzuminus"
"t'","t'","t'","\u0074\u0027","\u0074\u0027","U+0074 U+0027","U+0074 U+0027","t'","gigeenix-gitxsanimx,gitsenimx,halqemeylem,hlgaagilda-xaayda-kil,hulquminum,kahsho-gotine,nakazdli-dakelh,neduten-lake-babine,nisgaa,sguuxs,smalgyax-kitsumkalum,smalgyax,snuneymuxw,stzuminus"
"tl'","tl'","tl'","\u0074\u006C\u0027","\u0074\u006C\u0027","U+0074 U+006C U+0027","U+0074 U+006C U+0027","tl'","gigeenix-gitxsanimx,gitsenimx,halqemeylem,hlgaagilda-xaayda-kil,hulquminum,nakazdli-dakelh,neduten-lake-babine,nisgaa,snuneymuxw,stzuminus"
"ts'","ts'","ts'","\u0074\u0073\u0027","\u0074\u0073\u0027","U+0074 U+0073 U+0027","U+0074 U+0073 U+0027","ts'","gigeenix-gitxsanimx,gitsenimx,halqemeylem,hlgaagilda-xaayda-kil,hulquminum,kahsho-gotine,nakazdli-dakelh,neduten-lake-babine,nisgaa,sguuxs,smalgyax-kitsumkalum,smalgyax,snuneymuxw,stzuminus"
