Character,NFD,NFC,NFD Escaped,NFC Escaped,NFD Code Points,NFC Code Points,AnyAscii,Languages
"i","i","i","\u0069","\u0069","U+0069","U+0069","i","Dakelh,Dane-Ẕaa,Danezāgéʼ,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Lingít,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Nuxalk,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,Sgüüx̱s,she shashishalhem,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"i:","i:","i:","\u0069\u003A","\u0069\u003A","U+0069 U+003A","U+0069 U+003A","i:","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"ii","ii","ii","\u0069\u0069","\u0069\u0069","U+0069 U+0069","U+0069 U+0069","ii","Dane-Ẕaa,diitiidʔaaʔtx̣,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,kyuquot-checleseht,Nisg̱aʼa,nuučaan̓uł,Nuxalk,Sgüüx̱s,Sm'algya̱x,St̓át̓imcets,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"i·","i·","i·","\u0069\u00B7","\u0069\u00B7","U+0069 U+00B7","U+0069 U+00B7","i-","Ktunaxa"
"iˈi","iˈi","iˈi","\u0069\u02C8\u0069","\u0069\u02C8\u0069","U+0069 U+02C8 U+0069","U+0069 U+02C8 U+0069","i'i","Sm'algya̱x"
"i̓","i̓","i̓","\u0069\u0313","\u0069\u0313","U+0069 U+0313","U+0069 U+0313","i","Haíɫzaqvḷa"
"i̱","i̱","i̱","\u0069\u0331","\u0069\u0331","U+0069 U+0331","U+0069 U+0331","i","Tseʼkhene"
"i’","i’","i’","\u0069\u2019","\u0069\u2019","U+0069 U+2019","U+0069 U+2019","i'","Dakelh"
"j","j","j","\u006A","\u006A","U+006A","U+006A","j","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Lingít,Nedutʼen / Witsuwitʼen,Nisg̱aʼa,Southern Tutchone,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil"
"k","k","k","\u006B","\u006B","U+006B","U+006B","k","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Lingít,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Nuxalk,Secwepemctsín,Sgüüx̱s,she shashishalhem,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"k'","k'","k'","\u006B\u0027","\u006B\u0027","U+006B U+0027","U+006B U+0027","k'","Dakelh,Dene Kʼe,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x,Tseʼkhene,X̱aad Kil / X̱aayda Kil"
"k'w","k'w","k'w","\u006B\u0027\u0077","\u006B\u0027\u0077","U+006B U+0027 U+0077","U+006B U+0027 U+0077","k'w","Sgüüx̱s,Sm'algya̱x"
"k'y","k'y","k'y","\u006B\u0027\u0079","\u006B\u0027\u0079","U+006B U+0027 U+0079","U+006B U+0027 U+0079","k'y","Sgüüx̱s,Sm'algya̱x"
"kh","kh","kh","\u006B\u0068","\u006B\u0068","U+006B U+0068","U+006B U+0068","kh","Dakelh,Nedutʼen / Witsuwitʼen,Southern Tutchone,Tāłtān,Tseʼkhene"
"khw","khw","khw","\u006B\u0068\u0077","\u006B\u0068\u0077","U+006B U+0068 U+0077","U+006B U+0068 U+0077","khw","Southern Tutchone"
"kv","kv","kv","\u006B\u0076","\u006B\u0076","U+006B U+0076","U+006B U+0076","kv","Haíɫzaqvḷa,ʼWuik̓ala"
"kw","kw","kw","\u006B\u0077","\u006B\u0077","U+006B U+0077","U+006B U+0077","kw","Dakelh,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,kwakiutl,Kwak̕wala,Lingít,Nedutʼen / Witsuwitʼen,Nisg̱aʼa,Nɬeʔkepmxcín,Nuxalk,Secwepemctsín,Sgüüx̱s,she shashishalhem,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tseʼkhene,Tsilhqotʼin"
"kw'","kw'","kw'","\u006B\u0077\u0027","\u006B\u0077\u0027","U+006B U+0077 U+0027","U+006B U+0077 U+0027","kw'","Dakelh,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Nisg̱aʼa,Tseʼkhene"
"kw̕","kw̕","kw̕","\u006B\u0077\u0315","\u006B\u0077\u0315","U+006B U+0077 U+0315","U+006B U+0077 U+0315","kw","she shashishalhem"
"kw’","kw’","kw’","\u006B\u0077\u2019","\u006B\u0077\u2019","U+006B U+0077 U+2019","U+006B U+0077 U+2019","kw'","Dakelh,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Nuxalk,Tseʼkhene,Tsilhqotʼin"
"ky","ky","ky","\u006B\u0079","\u006B\u0079","U+006B U+0079","U+006B U+0079","ky","Sgüüx̱s,Sm'algya̱x"
"k°","k°","k°","\u006B\u00B0","\u006B\u00B0","U+006B U+00B0","U+006B U+00B0","kdeg","X̄enaksialak̓ala / X̄aʼislak̓ala"
"kʷ","kʷ","kʷ","\u006B\u02B7","\u006B\u02B7","U+006B U+02B7","U+006B U+02B7","kw","diitiidʔaaʔtx̣,Éy7á7juuthem,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"kʸ","kʸ","kʸ","\u006B\u02B8","\u006B\u02B8","U+006B U+02B8","U+006B U+02B8","ky","Éy7á7juuthem"
"kʼ","kʼ","kʼ","\u006B\u02BC","\u006B\u02BC","U+006B U+02BC","U+006B U+02BC","k'","Danezāgéʼ,Southern Tutchone"
"kʼw","kʼw","kʼw","\u006B\u02BC\u0077","\u006B\u02BC\u0077","U+006B U+02BC U+0077","U+006B U+02BC U+0077","k'w","Southern Tutchone"
"kˈ","kˈ","kˈ","\u006B\u02C8","\u006B\u02C8","U+006B U+02C8","U+006B U+02C8","k'","Sm'algya̱x"
"kˈw","kˈw","kˈw","\u006B\u02C8\u0077","\u006B\u02C8\u0077","U+006B U+02C8 U+0077","U+006B U+02C8 U+0077","k'w","Sm'algya̱x"
"kˈy","kˈy","kˈy","\u006B\u02C8\u0079","\u006B\u02C8\u0079","U+006B U+02C8 U+0079","U+006B U+02C8 U+0079","k'y","Sm'algya̱x"
"k̓","k̓","k̓","\u006B\u0313","\u006B\u0313","U+006B U+0313","U+006B U+0313","k","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Secwepemctsín,St̓át̓imcets,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"k̓v","k̓v","k̓v","\u006B\u0313\u0076","\u006B\u0313\u0076","U+006B U+0313 U+0076","U+006B U+0313 U+0076","kv","Haíɫzaqvḷa,ʼWuik̓ala"
"k̓w","k̓w","k̓w","\u006B\u0313\u0077","\u006B\u0313\u0077","U+006B U+0313 U+0077","U+006B U+0313 U+0077","kw","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Secwepemctsín,St̓át̓imcets"
"k̓°","k̓°","k̓°","\u006B\u0313\u00B0","\u006B\u0313\u00B0","U+006B U+0313 U+00B0","U+006B U+0313 U+00B0","kdeg","X̄enaksialak̓ala / X̄aʼislak̓ala"
"k̓ʷ","k̓ʷ","k̓ʷ","\u006B\u0313\u02B7","\u006B\u0313\u02B7","U+006B U+0313 U+02B7","U+006B U+0313 U+02B7","kw","diitiidʔaaʔtx̣,Éy7á7juuthem,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"k̓ʸ","k̓ʸ","k̓ʸ","\u006B\u0313\u02B8","\u006B\u0313\u02B8","U+006B U+0313 U+02B8","U+006B U+0313 U+02B8","ky","Éy7á7juuthem"
"k̕","k̕","k̕","\u006B\u0315","\u006B\u0315","U+006B U+0315","U+006B U+0315","k","she shashishalhem"
"k̕w","k̕w","k̕w","\u006B\u0315\u0077","\u006B\u0315\u0077","U+006B U+0315 U+0077","U+006B U+0315 U+0077","kw","kwakiutl,Kwak̕wala"
"ḵ’","ḵ’","ḵ’","\u006B\u0331\u2019","\u1E35\u2019","U+006B U+0331 U+2019","U+1E35 U+2019","k'","Lingít"
"k̲","k̲","k̲","\u006B\u0332","\u006B\u0332","U+006B U+0332","U+006B U+0332","k","Nɬeʔkepmxcín"
"k’","k’","k’","\u006B\u2019","\u006B\u2019","U+006B U+2019","U+006B U+2019","k'","Dakelh,Dane-Ẕaa,Lingít,Nedutʼen / Witsuwitʼen,Nuxalk,Tāłtān,Tseʼkhene,Tsilhqotʼin"
"k’w","k’w","k’w","\u006B\u2019\u0077","\u006B\u2019\u0077","U+006B U+2019 U+0077","U+006B U+2019 U+0077","k'w","Lingít"
"l","l","l","\u006C","\u006C","U+006C","U+006C","l","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,Lingít,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,Nuxalk,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,Sgüüx̱s,she shashishalhem,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"lh","lh","lh","\u006C\u0068","\u006C\u0068","U+006C U+0068","U+006C U+0068","lh","Dakelh,Dane-Ẕaa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nedutʼen / Witsuwitʼen,Nɬeʔkepmxcín,Nuxalk,she shashishalhem,St̓át̓imcets,Tseʼkhene,Tsilhqotʼin,ʼWuik̓ala"
"ll","ll","ll","\u006C\u006C","\u006C\u006C","U+006C U+006C","U+006C U+006C","ll","Secwepemctsín,X̱aad Kil / X̱aayda Kil"
"l̓","l̓","l̓","\u006C\u0313","\u006C\u0313","U+006C U+0313","U+006C U+0313","l","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Kwak̕wala,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,Secwepemctsín,St̓át̓imcets,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"l̲","l̲","l̲","\u006C\u0332","\u006C\u0332","U+006C U+0332","U+006C U+0332","l","St̓át̓imcets"
"l’","l’","l’","\u006C\u2019","\u006C\u2019","U+006C U+2019","U+006C U+2019","l'","Lingít"
"m","m","m","\u006D","\u006D","U+006D","U+006D","m","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Nuxalk,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,Sgüüx̱s,she shashishalhem,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"mb","mb","mb","\u006D\u0062","\u006D\u0062","U+006D U+0062","U+006D U+0062","mb","Southern Tutchone"
"m̓","m̓","m̓","\u006D\u0313","\u006D\u0313","U+006D U+0313","U+006D U+0313","m","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,Kwak̕wala,kyuquot-checleseht,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Secwepemctsín,St̓át̓imcets,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"n","n","n","\u006E","\u006E","U+006E","U+006E","n","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Lingít,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Nuxalk,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,Sgüüx̱s,she shashishalhem,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"nd","nd","nd","\u006E\u0064","\u006E\u0064","U+006E U+0064","U+006E U+0064","nd","Southern Tutchone"
"ng","ng","ng","\u006E\u0067","\u006E\u0067","U+006E U+0067","U+006E U+0067","ng","Dakelh,X̱aad Kil / X̱aayda Kil"
"ng.","ng.","ng.","\u006E\u0067\u002E","\u006E\u0067\u002E","U+006E U+0067 U+002E","U+006E U+0067 U+002E","ng.","X̱aad Kil / X̱aayda Kil"
"nh","nh","nh","\u006E\u0068","\u006E\u0068","U+006E U+0068","U+006E U+0068","nh","Tāłtān"
"nj","nj","nj","\u006E\u006A","\u006E\u006A","U+006E U+006A","U+006E U+006A","nj","Southern Tutchone"
"n̓","n̓","n̓","\u006E\u0313","\u006E\u0313","U+006E U+0313","U+006E U+0313","n","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,Kwak̕wala,kyuquot-checleseht,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Secwepemctsín,St̓át̓imcets,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"o","o","o","\u006F","\u006F","U+006F","U+006F","o","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,kwakiutl,Kwak̕wala,kyuquot-checleseht,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,nuučaan̓uł,Secwepemctsín,Sgüüx̱s,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala"
"o:","o:","o:","\u006F\u003A","\u006F\u003A","U+006F U+003A","U+006F U+003A","o:","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"oo","oo","oo","\u006F\u006F","\u006F\u006F","U+006F U+006F","U+006F U+006F","oo","Dakelh,diitiidʔaaʔtx̣,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,kyuquot-checleseht,Lingít,Nisg̱aʼa,Nɬeʔkepmxcín,nuučaan̓uł,Sgüüx̱s,Sm'algya̱x,Tseʼkhene"
"ooy","ooy","ooy","\u006F\u006F\u0079","\u006F\u006F\u0079","U+006F U+006F U+0079","U+006F U+006F U+0079","ooy","Sm'algya̱x"
"oo’","oo’","oo’","\u006F\u006F\u2019","\u006F\u006F\u2019","U+006F U+006F U+2019","U+006F U+006F U+2019","oo'","Dakelh"
"ou","ou","ou","\u006F\u0075","\u006F\u0075","U+006F U+0075","U+006F U+0075","ou","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"oy","oy","oy","\u006F\u0079","\u006F\u0079","U+006F U+0079","U+006F U+0079","oy","Sm'algya̱x"
"oˈo","oˈo","oˈo","\u006F\u02C8\u006F","\u006F\u02C8\u006F","U+006F U+02C8 U+006F","U+006F U+02C8 U+006F","o'o","Sm'algya̱x"
"o̱","o̱","o̱","\u006F\u0331","\u006F\u0331","U+006F U+0331","U+006F U+0331","o","Tseʼkhene"
"o̱o","o̱o","o̱o","\u006F\u0331\u006F","\u006F\u0331\u006F","U+006F U+0331 U+006F","U+006F U+0331 U+006F","oo","Lingít"
"o̱o̱","o̱o̱","o̱o̱","\u006F\u0331\u006F\u0331","\u006F\u0331\u006F\u0331","U+006F U+0331 U+006F U+0331","U+006F U+0331 U+006F U+0331","oo","Tseʼkhene"
"o’","o’","o’","\u006F\u2019","\u006F\u2019","U+006F U+2019","U+006F U+2019","o'","Dakelh"
"p","p","p","\u0070","\u0070","U+0070","U+0070","p","Danezāgéʼ,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Nuxalk,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,Sgüüx̱s,she shashishalhem,Sm'algya̱x,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"p'","p'","p'","\u0070\u0027","\u0070\u0027","U+0070 U+0027","U+0070 U+0027","p'","Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nisg̱aʼa,Sgüüx̱s,Sm'algya̱x"
"pˈ","pˈ","pˈ","\u0070\u02C8","\u0070\u02C8","U+0070 U+02C8","U+0070 U+02C8","p'","Sm'algya̱x"
"p̓","p̓","p̓","\u0070\u0313","\u0070\u0313","U+0070 U+0313","U+0070 U+0313","p","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,St̓át̓imcets,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"p̕","p̕","p̕","\u0070\u0315","\u0070\u0315","U+0070 U+0315","U+0070 U+0315","p","she shashishalhem"
"p’","p’","p’","\u0070\u2019","\u0070\u2019","U+0070 U+2019","U+0070 U+2019","p'","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nuxalk"
"q","q","q","\u0071","\u0071","U+0071","U+0071","q","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Nuxalk,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,St̓át̓imcets,Tsilhqotʼin,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"q'","q'","q'","\u0071\u0027","\u0071\u0027","U+0071 U+0027","U+0071 U+0027","q'","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"qv","qv","qv","\u0071\u0076","\u0071\u0076","U+0071 U+0076","U+0071 U+0076","qv","Haíɫzaqvḷa,ʼWuik̓ala"
"qw","qw","qw","\u0071\u0077","\u0071\u0077","U+0071 U+0077","U+0071 U+0077","qw","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nuxalk,Secwepemctsín,St̓át̓imcets,Tsilhqotʼin"
"qw'","qw'","qw'","\u0071\u0077\u0027","\u0071\u0077\u0027","U+0071 U+0077 U+0027","U+0071 U+0077 U+0027","qw'","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓"
"qw’","qw’","qw’","\u0071\u0077\u2019","\u0071\u0077\u2019","U+0071 U+0077 U+2019","U+0071 U+0077 U+2019","qw'","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nuxalk,Tsilhqotʼin"
"q°","q°","q°","\u0071\u00B0","\u0071\u00B0","U+0071 U+00B0","U+0071 U+00B0","qdeg","X̄enaksialak̓ala / X̄aʼislak̓ala"
"qʷ","qʷ","qʷ","\u0071\u02B7","\u0071\u02B7","U+0071 U+02B7","U+0071 U+02B7","qw","diitiidʔaaʔtx̣,Éy7á7juuthem,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Kwak̕wala,kyuquot-checleseht,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"q̓","q̓","q̓","\u0071\u0313","\u0071\u0313","U+0071 U+0313","U+0071 U+0313","q","diitiidʔaaʔtx̣,Éy7á7juuthem,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,Kwak̕wala,Nɬeʔkepmxcín,Nsyilxcən,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,St̓át̓imcets,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"q̓v","q̓v","q̓v","\u0071\u0313\u0076","\u0071\u0313\u0076","U+0071 U+0313 U+0076","U+0071 U+0313 U+0076","qv","Haíɫzaqvḷa,ʼWuik̓ala"
"q̓w","q̓w","q̓w","\u0071\u0313\u0077","\u0071\u0313\u0077","U+0071 U+0313 U+0077","U+0071 U+0313 U+0077","qw","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Secwepemctsín,St̓át̓imcets"
"q̓°","q̓°","q̓°","\u0071\u0313\u00B0","\u0071\u0313\u00B0","U+0071 U+0313 U+00B0","U+0071 U+0313 U+00B0","qdeg","X̄enaksialak̓ala / X̄aʼislak̓ala"
"q̓ʷ","q̓ʷ","q̓ʷ","\u0071\u0313\u02B7","\u0071\u0313\u02B7","U+0071 U+0313 U+02B7","U+0071 U+0313 U+02B7","qw","diitiidʔaaʔtx̣,Éy7á7juuthem,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Kwak̕wala,Nɬeʔkepmxcín,Nsyilxcən,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke"
"q’","q’","q’","\u0071\u2019","\u0071\u2019","U+0071 U+2019","U+0071 U+2019","q'","Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Nuxalk,Tsilhqotʼin"
"r","r","r","\u0072","\u0072","U+0072","U+0072","r","Danezāgéʼ,Dene Kʼe,Nsyilxcən,Secwepemctsín,Southern Tutchone,St̓át̓imcets"
"r̓","r̓","r̓","\u0072\u0313","\u0072\u0313","U+0072 U+0313","U+0072 U+0313","r","Nsyilxcən,Secwepemctsín,St̓át̓imcets"
"s","s","s","\u0073","\u0073","U+0073","U+0073","s","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,diitiidʔaaʔtx̣,Éy7á7juuthem,Gitxsanimx̱-Gitsenimx̱-Gyaanimx̱,Haíɫzaqvḷa,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Ktunaxa,kwakiutl,Kwak̕wala,kyuquot-checleseht,Lingít,Nedutʼen / Witsuwitʼen,nēhiyawēwin,Nisg̱aʼa,Nɬeʔkepmxcín,Nsyilxcən,nuučaan̓uł,Nuxalk,Secwepemctsín,SENĆOŦEN / Malchosen / Lekwungen / Semiahmoo / TʼSou-ke,Sgüüx̱s,she shashishalhem,Sm'algya̱x,Southern Tutchone,St̓át̓imcets,Tāłtān,Tseʼkhene,Tsilhqotʼin,X̱aad Kil / X̱aayda Kil,X̄enaksialak̓ala / X̄aʼislak̓ala,ʼWuik̓ala"
"sh","sh","sh","\u0073\u0068","\u0073\u0068","U+0073 U+0068","U+0073 U+0068","sh","Dakelh,Dane-Ẕaa,Danezāgéʼ,Dene Kʼe,Hulʼqʼumiʼnumʼ / Halqʼeméylem / hən̓q̓əmin̓əm̓,Lingít,Nɬeʔkepmxcín,she shashishalhem,Southern Tutchone,Tāłtān,Tseʼkhene,Tsilhqotʼin"
